# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 258K of event 'cycles:P'
# Event count (approx.): 252527269824
#
# Overhead  Command  Shared Object         Symbol                                                                                                                                                                               
# ........  .......  ....................  .....................................................................................................................................................................................
#
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f78263
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f68571
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6052d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f80ca6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f75417
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff960200aa
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96006dd0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f784ee
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96200f33
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5874d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003d45
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f67256
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6a4b0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f60fa9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002c57
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f58886
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519028e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6e5a2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5d1f6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7194c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9501474d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f86ae0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ed502b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff952bc50a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f711c6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b1d2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9518e9a0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96001061
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95199d60
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ea940f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9522c97c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f68626
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b4f0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e6a0f9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95199cfb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff955e6dce
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f86931
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9563aa68
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95199eeb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95c31060
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96016a7e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f7b8a9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003e4a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65dbe
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f684a4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b50c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5ff05
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950027d5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66fa2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f61055
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ebfd12
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f60fe9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6062d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65149
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f535ca
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002c39
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f4f308
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f8db29
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6e48b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f652ac
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519a00f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5ae02
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6dc12
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65ae8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7fb66
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519b120
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71d8e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96006d74
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f4f8f1
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f534a5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95227b16
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5d361
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f664b5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f60fad
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65b13
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71b2d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c7a8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6544f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519b26c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff960057f3
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f86a7b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95c30f4f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9601ffb4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f671fd
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e10999
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5d23a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6e46e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9522d7ac
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f60db9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95281811
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f527bb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f81b69
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f660ba
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f536f5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6ba34
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003e3e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65e13
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6dc1d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f63da9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f651c8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6e44b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f80b32
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9570aaa6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff955e715b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff952beef8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff952276d4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f0ab5d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff952ba2c6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6f99e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6709a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f684b0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f717f1
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7fb5f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ed4945
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6133c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7fd66
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9522fac6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9522f633
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ea93c4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e152ee
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f86aa0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9518e919
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9501c033
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519b0b2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f727d5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66064
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f613ba
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002bc0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6547a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66ebc
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6608e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71214
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f67171
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e5394f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5ffbd
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5ac5a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5877c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66eeb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b223
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f662e7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c118
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff960170d0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f86aaa
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6db2b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f9167a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f56f30
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f8db21
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7102a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7367d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96016ab2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f77d85
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002566
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95199e17
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f86a6b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71076
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f701c7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950040d8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f0a6f4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6553c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f80bf3
     0.00%  a.out    [ath10k_pci]          [k] ath10k_pci_wake_wait
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7ff50
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f86ade
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9522ed26
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9600583a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5ff0f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9521b6f6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6661f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7252a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f684e6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff952b4a50
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5cce0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6679a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5ffcd
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f71e56
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f605e7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f728fe
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95190242
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f63606
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c122
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f4bef0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f705ca
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5f05f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9601ffe6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9522f1dc
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95190bda
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96006dd1
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6a7f2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6ba9f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95227922
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65e06
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6bf21
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66eb2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950026d3
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950030a7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950036fc
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6bac0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ffc6b8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71177
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f4e5c0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f91954
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6df67
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94fd8506
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95007945
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5ffb5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65a89
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95631934
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e669a7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff955e7157
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65d80
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c6a4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6545d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5f748
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002b49
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7fc22
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6e520
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f4fa73
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96001010
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66078
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff956318d6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b63e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e699c3
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95c31000
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9522681a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff952498c5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f68269
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9522fa93
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f73810
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9521eceb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e10983
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5ac4d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff951b04f4
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff960068b7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9521fe0b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c0c2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6139d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9521ed34
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9524d759
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95c30fb6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e5381d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5d1c8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b203
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f624fa
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95199f41
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65e2a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96020099
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f56b8f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f782fb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95c30f6e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9620167f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f61016
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f66133
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f64b17
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950253bf
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5d16e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f71c12
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b137
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5ff2e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e6a0ea
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f8b4aa
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9500236c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c875
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9601695f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff960057c6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f67fb6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7fc2a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71f76
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f78294
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65e6d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002506
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95001e64
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5ebf6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95213426
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f80c55
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f86a74
     0.00%  a.out    [amdgpu]              [k] amdgpu_amdkfd_interrupt
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c30b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95017391
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f84872
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c34c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f87b1d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9521e906
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f565e0
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95199edf
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5275a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5f7e2
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9501c013
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f62507
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b15a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65478
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f997cc
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f80aca
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6716a
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f75446
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ed65fa
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f7ffe6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f534ac
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002671
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f56b3e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e699d1
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f667a3
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f0a709
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f60fa5
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95014670
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e537b6
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f8000c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f56bdd
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96005877
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9500255e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f8622d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f65295
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f4e66d
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f993cf
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003c49
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9522d065
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f60f4c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f80b78
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e5393f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ec35d3
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c6c8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c36f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95197805
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e6a650
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9501abad
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95003d1b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff951a165b
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff962015bb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5d1ef
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95249b04
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f72532
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95225a68
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9522f557
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6de70
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9521b832
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f54e60
     0.00%  a.out    [mac80211]            [k] ieee80211_prepare_and_rx_handle
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94ed4ff8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff952292ac
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6c692
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95c30fa9
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9501c028
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94e6a601
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f56be8
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff960010c1
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f613ae
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f5d393
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff96016b76
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9601fd7c
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6241f
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff9519b0bf
     0.00%  a.out    [nvidia]              [k] _nv014567rm
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f718b7
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f67239
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95228a59
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff950116eb
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f80aed
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6b34e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002e05
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95002245
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95f78312
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff95220639
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f71d7e
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f727db
     0.00%  a.out    [kernel.kallsyms]     [k] 0xffffffff94f6116b
